"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"124775302","24","7530","","Gustnado","ガストネード"
"124775401","24","7540","A","Zwei","ツヴァイ"
"124775402","24","7540","B","木の子・竹の子","キノコタケノコ"
"124885501","24","8550","B","ViGo","ヴィーゴ"
"124885502","24","8550","A","ようかい鬼機一発","ヨウカイキキイッパツ"
"124885601","24","8560","A","れぼりゅ～","レボリュー"
"124885602","24","8560","B","飛丸","トビマル"
"124885701","24","8570","A","Quick Buster","クイックバスター"
"124885702","24","8570","B","Typhoon","タイフーン"
"124885801","24","8580","A","とっとっと","トットット"
"124885802","24","8580","B","Roma Wars","ローマウォーズ"
"124885901","24","8590","B","おおむたん","オオムタン"
"124885902","24","8590","A","大蛇撃狂奏曲","ダダダコンチェルト"
"124886001","24","8600","","Parfait","パルフェ"
"124886002","24","8600","","Unstoppable","アンストッパブル"
"124886101","24","8610","A","JUKE","ジューク"
"124886102","24","8610","B","ラジアンリミテッド","ラジアンリミテッド"
"124886201","24","8620","A","砲撃麟","ホウゲキリン"
"124886202","24","8620","B","飛魔","トウマ"
"124886301","24","8630","A","ｘ＾２""","ツヴァイ"
"124886302","24","8630","B","ロケット　ｒｕｎ　茶","ロケットランチャー"
"124886401","24","8640","B","Hornet","ホーネット"
"124886402","24","8640","A","Establish","エスタブリッシュ"
"125110101","25","1010","B","ぽちべろす","ポチベロス"
"125110102","25","1010","A","旭","キュウビ"
"125110201","25","1020","","Walvis","ヴァルビス"
"125110202","25","1020","","MARIT@N.Project","マリタンケイカク"
"125110401","25","1040","","Phalanx","ファランクス"
"125110402","25","1040","","La-D","ラディ"
"125110501","25","1050","","すとらイカー's","ストライーカーズ"
"125110502","25","1050","","アルパーカ","アルパーカ"
"125220601","25","2060","","カメレTONGUE","カメレタン"
"125220602","25","2060","","轟蠍","ゴウケツ"
"125220701","25","2070","B","ポーラ＝☆","ポーラスター"
"125220702","25","2070","A","はちろう","ハチロウ"
"125220801","25","2080","B","椀子兄弟","ワンコキョウダイ"
"125220802","25","2080","A","PET BOLT","ペットボルト"
"125220901","25","2090","","CATS.exe","キャッツエグゼ"
"125220902","25","2090","","Tomか武士","トムカブシ"
"125221001","25","2100","","愛子゛グジラ","ネゴグジラ"
"125221002","25","2100","","CAME政宗","カメマサムネ"
"125221101","25","2110","","ヱミット","エミット"
"125221102","25","2110","","ササリー","ササリー"
"125221201","25","2120","","Tree hopper","ツリーホッパー"
"125221202","25","2120","","9uickShooter","クイックシューター"
"125331301","25","3130","","大犬闘","ダイケントウ"
"125331302","25","3130","","奇想天外","キソウテンガイ"
"125331401","25","3140","","なまくあくん","ナマクアクン"
"125331402","25","3140","","ポチとちーちゃんとケン","ポチトチーチャントケン"
"125331501","25","3150","","Yes，peri can！","イエスペリカン"
"125331502","25","3150","","九球ちゃんG。","キュウキュウチャンジー"
"125331601","25","3160","","R-Twin","アールツイン"
"125331602","25","3160","","グンマーゾウ","グンマーゾウ"
"125331701","25","3170","","フレンドルフィン","フレンドルフィン"
"125331702","25","3170","","にゃんちBOX","ニャンチボックス"
"125331801","25","3180","","跳鯊","モデストゥス"
"125331802","25","3180","","トースタートル","トースタートル"
"125331901","25","3190","","NONA","ノナ"
"125331902","25","3190","","意気羊々","イキヨウヨウ"
"125332001","25","3200","","がらんちょ","ガランチョ"
"125332002","25","3200","","Robo Cola","ロボコーラ"
"125332101","25","3210","","S25F Alphard","エスニーゴーエフアルファルド"
"125332102","25","3210","","スコーピオンといっしょ","スコーピオントイッショ"
"125332301","25","3230","","ヤドカリす","ヤドカリス"
"125332302","25","3230","","紅娘","ベニコ"
"125442401","25","4240","","桃太郎△","モモタロウサンカッケイ"
"125442402","25","4240","","Ｃａｔ　Ｆｏｏｄ","ネコマンマ"
"125442501","25","4250","","ＢＯＳＳ","ボス"
"125442502","25","4250","","テノール","テノール"
"125442601","25","4260","","１２式従走高射機関砲","マークシューター"
"125442602","25","4260","","異観の射","イカンノイ"
"125442701","25","4270","","ＭｅＴａЛ Л　 К У р И Ц а","メタルクオリツァ"
"125442702","25","4270","","九星天投","クホシテントウ"
"125442801","25","4280","","れっぱぱちびぱん","レッパパチビパン"
"125442802","25","4280","","Crab　Pet","クラブペット"
"125442901","25","4290","","ＰＥＴＬＩＡＮ","ペットリアン"
"125442902","25","4290","","ＡＩＶＡＲ","アイバー"
"125443001","25","4300","","あひるん","アヒルン"
"125443002","25","4300","","Ｖ－ｔｏ Ｒ","ビートル"
"125443101","25","4310","","ポチ","ポチ"
"125443102","25","4310","","Ｂ－ｓeｐ","ビーセップ"
"125443201","25","4320","","九頭竜","クズリュウ"
"125443202","25","4320","","Ｅｍｐｅｒｏｒ","エンペラー"
"125443301","25","4330","","たこの八っちゃん","タコノハッチャン"
"125443302","25","4330","","勇麒麟々","ユウキリンリン"
"125553401","25","5340","B","鶴投虫","カクトウムシ"
"125553402","25","5340","A","鶴側努","カクソクド"
"125553501","25","5350","B","すこ→ぴおんず","スコーピオンズ"
"125553502","25","5350","A","はしれ！たこやきくん","ハシレタコヤキクン"
"125553601","25","5360","B","hematite","ヘマタイト"
"125553602","25","5360","A","ぷるぽっと","プルポット"
"125553701","25","5370","A","Winning Shot","ウィニングショット"
"125553702","25","5370","B","清盛with望月","キヨモリウィズモチズキ"
"125553801","25","5380","B","MechaPon","メカポン"
"125553802","25","5380","A","iRod","アイロッド"
"125553901","25","5390","B","C・JGS","シージャグス"
"125553902","25","5390","A","走丸＆投助9","ランマルトポンスケナイン"
"125554001","25","5400","B","みぱんだ","ミパンダ"
"125554002","25","5400","A","八咫等烏","ヤタガラス"
"125664101","25","6410","","Go！Relax！","ゴリラックス"
"125664102","25","6410","","空兎と空亀","ソラウサギトクウキ"
"125664201","25","6420","","ALRUN","オーラン"
"125664202","25","6420","","テトラ","テトラ"
"125664301","25","6430","","かっぱー","カッパー"
"125664302","25","6430","","ソウペン１号","ソウペンイチゴウ"
"125664401","25","6440","","パラレルダンク","パラレルダンク"
"125664402","25","6440","","紅葉鳥の紅葉ちゃん","シカノモミジチャン"
"125664501","25","6450","","Allegro","アレグロ"
"125664502","25","6450","","撃ちDASH！","ウチダッシュ"
"125664601","25","6460","","メカレオン倶楽部","メカレオンクラブ"
"125664602","25","6460","","TriDog","トリドッグ"
"125664701","25","6470","","寿王武迅","ジュウオウムジン"
"125664702","25","6470","","GUN HOUND","ガンハウンド"
"125664801","25","6480","","鳳孔雀","オオトリクジャク"
"125664802","25","6480","","白蛇家族と亀爺","シロヘビカゾクトカメジイ"
"125774901","25","7490","","従応無尽","ジュウオウムジン"
"125774902","25","7490","","SchildkröteX","シルトクレーテイクス"
"125775001","25","7500","","Bigarade","ビガラード"
"125775002","25","7500","","Bigarade Neroli","ビガラードネロリ"
"125775101","25","7510","","Air","エアー"
"125775102","25","7510","","spread","スプレッド"
"125775201","25","7520","","ひうっちゃん","ヒウッチャン"
"125775202","25","7520","","たこちゅー","タコチュー"
"125775301","25","7530","","Q.J","クジャク"
"125775302","25","7530","","飛龍","フェイロン"
"125775401","25","7540","B","奮闘士","フンドウシ"
"125775402","25","7540","A","こん！タクト","コンタクト"
"125885501","25","8550","B","Velonica","ヴェロニカ"
"125885502","25","8550","A","Feature Future","フェーチャーフューチャー"
"125885601","25","8560","A","Fish and Cats","フィッシュアンドキャッツ"
"125885602","25","8560","B","@ssem T-01","アセムタイプゼロワン"
"125885701","25","8570","A","Nine birdie","ナインバーディー"
"125885702","25","8570","B","おさんぽ！ぱっちんGO","オサンポパッチンゴウ"
"125885801","25","8580","A","ネコの手もカニたい","ネコノテモカニタイ"
"125885802","25","8580","B","でじかめ","デジカメ"
"125885901","25","8590","A","カニ球","カニタマ"
"125885902","25","8590","B","キャロッ兎","キャロット"
"125886001","25","8600","","Hedgehog","ヘッジホッグ"
"125886002","25","8600","","ば！くまモンたい","バクマモンタイ"
"125886101","25","8610","A","MOOSTAR","モースター"
"125886102","25","8610","B","ハルちゃんの羊","ハルチャンノヒツジ"
"125886201","25","8620","A","メカメカル","メカメカル"
"125886202","25","8620","B","追跡！完璧リン","ツイセキカンペキリン"
"125886301","25","8630","A","ヒュドラン","ヒュドラン"
"125886302","25","8630","B","D.O.N.EX","ドネックス"
"125886401","25","8640","B","STORM","ストーム"
"125886402","25","8640","A","Absolute","アブソリュート"
"126110101","26","1010","A","JANPY","ジャンピー"
"126110102","26","1010","B","カメニカルズ","カメニカルズ"
"126110201","26","1020","","まりたん作戦","マリタンサクセン"
"126110202","26","1020","","兎と亀と稀に鶴","ウサギトカメトマレニツル"
"126110401","26","1040","","ふむぺったん","フムペッタン"
"126110402","26","1040","","あむしっぺ。","アムシッペ"
"126110501","26","1050","","跳挐烏賊？","トバナイカ"
"126110502","26","1050","","食物連鎖ーズ","ショクモツレンサーズ"
"126220601","26","2060","","WILD DASH","ワイルドダッシュ"
"126220602","26","2060","","本州最北豚","ホンシュウサイホクトン"
"126220701","26","2070","A","サークルAサーカス","サークルエーサーカス"
"126220702","26","2070","B","ファミリーManyCa","ファミリーマニカ"
"126220801","26","2080","B","海女ちゃん","ウミオンナチャン"
"126220802","26","2080","A","Doxking","ドックスキング"
"126220901","26","2090","","一隻二跳","イッセキニチョウ"
"126220902","26","2090","","山形ふるさと大使","ヤマガタフルサトタイシ"
"126221001","26","2100","","ボクと翔","ボクトショウ"
"126221002","26","2100","","天使run魔","テンシンランマン"
"126221101","26","2110","","ウェスタン・スピリッツ","ウェスタンスピリッツ"
"126221102","26","2110","","からくりサーカス団","カラクリサーカスダン"
"126221201","26","2120","","サルク・ドゥ・ソレイヌ","サルクドゥソレイヌ"
"126221202","26","2120","","Acinokickx","アシノキックス"
"126331301","26","3130","","せいちょうのとき","セイチョウノトキ"
"126331302","26","3130","","Cirq du Lion","シルクドゥレオン"
"126331401","26","3140","","JUMPEN","ジャンペン"
"126331402","26","3140","","ひよこちっく","ヒヨコチック"
"126331501","26","3150","","Peng Wing","ペングウィング"
"126331502","26","3150","","豪華犬 RUN G。","ゴウカケンランジー"
"126331601","26","3160","","進撃のG-Lex","シンゲキノジーレックス"
"126331602","26","3160","","からくり☆サーカス","カラクリサーカス"
"126331701","26","3170","","小山サーカスの特訓","オヤマサーカスノトックン"
"126331702","26","3170","","開運☆小山遊園","カイウンオヤマユウエン"
"126331801","26","3180","","To Be","トビー"
"126331802","26","3180","","音色の国のアリス","ネイロノクニノアリス"
"126331901","26","3190","","点灯夢志","テントウムシ"
"126331902","26","3190","","Cirque du 高尾","シルクドタカオ"
"126332001","26","3200","","Rock☆Hoppers","ロックホッパーズ"
"126332002","26","3200","","品川EASTERS","シナガワイースターズ"
"126332101","26","3210","","S-26P Eltanin","エルタニン"
"126332102","26","3210","","ナマケモＮＯＴ！！","ナマケモノット"
"126332301","26","3230","","カブ跳ムシ","カブトビムシ"
"126332302","26","3230","","周年だぬき","シュウネンダヌキ"
"126442401","26","4240","","SuLuMe","スルメ"
"126442402","26","4240","","ピーター＆＆デビット","ピーターアンドデビット"
"126442501","26","4250","","シルク・ドゥ・レコール","シルクドゥレコール"
"126442502","26","4250","","K9","キャナイン"
"126442601","26","4260","","百鬼夜工","ヒャッキヤコウ"
"126442602","26","4260","","助走メロス","ハシレメロス"
"126442701","26","4270","","飛翔ペンダーズ","ヒショウペンダーズ"
"126442702","26","4270","","モノクロ山羊倶楽部","モノクロヤギクラブ"
"126442801","26","4280","","チャンピオンシープ","チャンピオンシープ"
"126442802","26","4280","","メルポスちゃん","メルポスチャン"
"126442901","26","4290","","Rising","ライジング"
"126442902","26","4290","","Gifu-Son","ギフソン"
"126443001","26","4300","","ケリュネイアの鹿","ケリュネイアノシカ"
"126443002","26","4300","","オク跳ばす！！！","オクトバス"
"126443101","26","4310","","一城討猿","イッキトウエン"
"126443102","26","4310","","とよたこおちん","トヨタコオチン"
"126443201","26","4320","","メルシー","メルシー"
"126443202","26","4320","","Rockhopper","ロックホッパー"
"126443301","26","4330","","伊勢キチと海老ぞう","イセキチトエビゾウ"
"126443302","26","4330","","空跳犬","クウチョウケン"
"126553401","26","5340","A","トリブン","トリブン"
"126553402","26","5340","B","GO舞WAY！","ゴーマイウェー"
"126553501","26","5350","A","すleap","スリープ"
"126553502","26","5350","B","おクトば→ス","オクトバース"
"126553601","26","5360","A","ポール＆マッカーロニー","ポールマッカーロニー"
"126553602","26","5360","B","ACTopus","アクトパス"
"126553701","26","5370","A","大縄鳥","オオナワトリ"
"126553702","26","5370","B","にゅ～とん","ニュートン"
"126553801","26","5380","A","じゃんぺん","ジャンペン"
"126553802","26","5380","B","Xboxer-One","エックスボクサーワン"
"126553901","26","5390","A","親子丼","オヤコドン"
"126553902","26","5390","B","P&W","ピッグアンドウルフ"
"126554001","26","5400","A","ウメンジャー","ウメンジャー"
"126554002","26","5400","B","シャバデュビジャンパー","シャバデュビジャンパー"
"126664101","26","6410","","エアシール","エアシール"
"126664102","26","6410","","天ぺん","テンペン"
"126664201","26","6420","","妖怪大奔走","ヨウカイダイホンソウ"
"126664202","26","6420","","名はトビウ男","ナワトビウオ"
"126664301","26","6430","","津山大サーカス","ツヤマダイサーカス"
"126664302","26","6430","","J-Frog","ジェイフロッグ"
"126664401","26","6440","","shee(P*4)","シープ"
"126664402","26","6440","","牡蠣FLY","カキフライ"
"126664501","26","6450","","秀星","シュウセイ"
"126664502","26","6450","","跳跳！","エットビ"
"126664601","26","6460","","色とりドリィ","イロトリドリィ"
"126664602","26","6460","","チュー目！！！","チューモク"
"126664701","26","6470","","平成八艘絵巻","ヘイセイハッソウエマキ"
"126664702","26","6470","","OX","オックス"
"126664801","26","6480","","兎亀合戦","ウサカメガッセン"
"126664802","26","6480","","明日のカンガルー","アシタノカンガルー"
"126774901","26","7490","","Delphin","デルフィン"
"126774902","26","7490","","跳び跳ねっ！","トビハネ"
"126775001","26","7500","","Pera","ペラ"
"126775002","26","7500","","Navelate","ナベラーテ"
"126775101","26","7510","","QuinTech","クインテック"
"126775102","26","7510","","ε","イプシロン"
"126775201","26","7520","","燧のＢＦＰ","ヒウチノビーエフピー"
"126775202","26","7520","","続・ウサギとカメ","ゾクウサギトカメ"
"126775301","26","7530","","Rappit","ラピット"
"126775302","26","7530","","Bow'n Dog","バウンドッグ"
"126775401","26","7540","A","ロッキー君とコアラコーチ","ロッキークントコアラコーチ"
"126775402","26","7540","B","南風おどり子隊","ナンプウオドリコタイ"
"126885501","26","8550","B","兎跳飛","トットート"
"126885502","26","8550","A","晴れ時々ワンコ","ハレトキドキワンコ"
"126885601","26","8560","B","勇者列伝","ユウシャレツデン"
"126885602","26","8560","A","Frog Buisiness","フロッグビジネス"
"126885701","26","8570","A","おんぷちゃん","オンプチャン"
"126885702","26","8570","B","跳べ！ライオン君","トベライオンクン"
"126885801","26","8580","A","ぐりぺん","グリペン"
"126885802","26","8580","B","きかいとびうお","キカイトビウオ"
"126885901","26","8590","A","有明の縄跳び隊","アリアケノナワトビタイ"
"126885902","26","8590","B","萩男と跳子","ハギオトトビコ"
"126886001","26","8600","A","Come on jumper","カメンジャンパー"
"126886002","26","8600","B","野生のENERGY","ヤセイノエナジー"
"126886101","26","8610","A","Meme-Momo","メーメーモーモー"
"126886102","26","8610","B","チアリーペンギン","チアリーペンギン"
"126886201","26","8620","A","跳べ！最優ウッキー！","トベサイユウウッキー"
"126886202","26","8620","B","シルク・ド・麒麟","シルクドジラフ"
"126886301","26","8630","B","13チェスト！","ビーチェスト"
"126886302","26","8630","A","Ours Clown","ウルク"
"126886401","26","8640","A","UNICOON","ユニクーン"
"126886402","26","8640","B","GENESIS","ジェネシス"
"127110101","27","1010","A","ベルーガ","ベルーガ"
"127110102","27","1010","B","蒸龍","セイロン"
"127110201","27","1020","","マリタンとヤチノボー","マリタンとヤチノボー"
"127110202","27","1020","","シュヴァル","シュヴァル"
"127110401","27","1040","","アン・ドゥ・ソバァ","アンドゥソバァ"
"127110402","27","1040","","シルク・ド・ソバユ","シルクドソバユ"
"127110501","27","1050","","E||L","イカエル"
"127110502","27","1050","","市電でGO!","シデンデゴー"
"127220601","27","2060","","TANUKIX","タヌキックス"
"127220602","27","2060","","たかうじくん","たかうじくん"
"127220701","27","2070","A","‡‡新幹戦隊‡‡","シンカンセンタイ"
"127220702","27","2070","B","How much?","ハウマッチ"
"127220801","27","2080","A","Renard","ルナール"
"127220802","27","2080","B","わんこ鉄道","ワンコテツドウ"
"127220901","27","2090","","CARRY 盤々","キャリーバンバン"
"127220902","27","2090","","行け！！麺ズ","イケメンズ"
"127221001","27","2100","","Uni☆Verse","ユニバース"
"127221002","27","2100","","緑のタヌやん","ミドリノタヌヤン"
"127221101","27","2110","","BAKERU","バケル"
"127221102","27","2110","","-URASHIMA-","ウラシマ"
"127221201","27","2120","","おトドけ・うけトリ","オトドケウケトリ"
"127221202","27","2120","","蒸篭丸","セイロマル"
"127331301","27","3130","A","S.Carry Go","エスキャリーゴー"
"127331302","27","3130","B","疾風とどー！！","シップウトドー"
"127331401","27","3140","A","たぬきぬた","タヌキヌタ"
"127331402","27","3140","B","兜紅旗烽","トウコウキホウ"
"127331501","27","3150","A","トライアングラー","トライアングラー"
"127331502","27","3150","B","I carry G。","イカリージー"
"127331601","27","3160","A","ひより　時を超えた出前","ヒヨリトキヲコエタデマエ"
"127331602","27","3160","B","速達！だーまるくん","ソクタツダーマルクン"
"127331701","27","3170","A","小山小僧","オヤマコゾウ"
"127331702","27","3170","B","ROCK君スインガー","ロックンスインガー"
"127331801","27","3180","A","江戸っ子　うさ丸","エドッコウサマル"
"127331802","27","3180","B","メイドロイド　3-GI","メイドロイドサンギ"
"127331901","27","3190","A","とろろニクス","トロロニクス"
"127331902","27","3190","B","そばな・そばを","ソバナアンドソバオ"
"127332001","27","3200","A","はにやんま","ハニヤンマ"
"127332002","27","3200","B","大車輪壱四式","ダイシャリンイチヨンシキ"
"127332101","27","3210","A","きゃりーさるさる","キャリーサルサル"
"127332102","27","3210","B","ラビデリ","ラビデリ"
"127332301","27","3230","A","出前スカルゴ","デマエスカルゴ"
"127332302","27","3230","B","伊勢ゑ便","イセエビン"
"127442401","27","4240","","回レ！寿司ゴーランド","マワレスシゴーランド"
"127442402","27","4240","","台車でGO！","ダイシャデゴー"
"127442501","27","4250","","S.H.A.R.K","シャーク"
"127442502","27","4250","","κのそば渡し","カッパノソバワタシ"
"127442601","27","4260","","利長と永姫と蕎麦","トシナガトエイヒメトソバ"
"127442602","27","4260","","Penter","ペンター"
"127442701","27","4270","","ポテ☆ゴロー！！","ポテゴロー"
"127442702","27","4270","","そばっちゃ","ソバッチャ"
"127442801","27","4280","","soba江ちゃん","ソバエチャン"
"127442802","27","4280","","越前ロボ根","エチゼンロボコン"
"127442901","27","4290","","SALVO","サルヴォ"
"127442902","27","4290","","Deltatry","デルタトライ"
"127443001","27","4300","","金原さん","キンパラサン"
"127443002","27","4300","","MECHARAKURI","メカラクリ"
"127443101","27","4310","","あなたのソバに．．．","アナタノソバニ"
"127443102","27","4310","","モーたん亭","モータンテイ"
"127443201","27","4320","","エール","エール"
"127443202","27","4320","","アッシー","アッシー"
"127443301","27","4330","","せいろうちくん","セイロウチクン"
"127443302","27","4330","","子豚　DE　パール","コブタデパール"
"127553401","27","5340","A","駕鶴","ガカク"
"127553402","27","5340","B","蕎麦ッ渡鶴ッ翔","ソバットツルット"
"127553501","27","5350","A","力走配達　源さん","リキソウハイタツゲンサン"
"127553502","27","5350","B","ゆらゆらっこ","ユラユラッコ"
"127553601","27","5360","A","そばりあん","ソバリアン"
"127553602","27","5360","B","姫^2","ヒメジジョウ"
"127553701","27","5370","A","甲速 [m/s]","コウソクメーターパーセック"
"127553702","27","5370","B","TURnTALE","タートル"
"127553801","27","5380","A","キャリガメ","キャリガメ"
"127553802","27","5380","B","でりかん","デリカン"
"127553901","27","5390","A","メカトド","メカトド"
"127553902","27","5390","B","あなたのそばにいつも蕎麦","アナタノソバニイツモソバ"
"127554001","27","5400","A","鯨走軽迅","ケイソウケイジン"
"127554002","27","5400","B","おっちー","オッチー"
"127664101","27","6410","","松ぼっくり","マツボックリ"
"127664102","27","6410","","reindeer","レインディア"
"127664201","27","6420","","陽怪デリバリー","ヨウカイデリバリー"
"127664202","27","6420","","オ盆載ケリス","オボンノケリス"
"127664301","27","6430","","電星君","デンセイクン"
"127664302","27","6430","","Hi-Sou-Pen","ハイソウペン"
"127664401","27","6440","","出土ーっ！マッハニワ","シュッツドーッ！マッハニワ"
"127664402","27","6440","","StAbility","スタビリティー"
"127664501","27","6450","","輸送艦「大和」","ユソウカンヤマト"
"127664502","27","6450","","星龍","セイロン"
"127664601","27","6460","","サボテイクスタイル","サボテイクスタイル"
"127664602","27","6460","","こふくちゃん","コフクチャン"
"127664701","27","6470","","麺攻防","メンコウボウ"
"127664702","27","6470","","メンドロイド","メンドロイド"
"127664801","27","6480","","大島具足蟲","オオシマグソクムシ"
"127664802","27","6480","","カムカムみかん","カムカムミカン"
"127774901","27","7490","","ギッシャ","ギッシャ"
"127774902","27","7490","","RAD","ラッド"
"127775001","27","7500","","Benimadonna","ベニマドンナ"
"127775002","27","7500","","豚速","トンソク"
"127775101","27","7510","","George","ジョージ"
"127775102","27","7510","","運び屋　犬ちゃん","ハコビヤケンチャン"
"127775201","27","7520","","燧のペン太ごん","ヒウチノペンタゴン"
"127775202","27","7520","","さるそばくん","サルソバクン"
"127775301","27","7530","","ZC-R","ゼットシーアール"
"127775302","27","7530","","Transnail","トランスメイル"
"127775401","27","7540","A","ポンポコ・コンコン’ｓ","ポンポココンコンズ"
"127775402","27","7540","B","南風亭あかね","ナンプウテイアカネ"
"127885501","27","8550","A","Canny Comers","キャニーカマーズ"
"127885502","27","8550","B","蕎麦にいるね","ソバニイルネ"
"127885601","27","8560","A","だんしゃくR","ダンシャクリターンズ"
"127885602","27","8560","B","蒸籠運び人形","セイロハコビニンギョウ"
"127885701","27","8570","A","お食事処めじ亭","オショクジドコロメジテイ"
"127885702","27","8570","B","レイジオン","レイジオン"
"127885801","27","8580","A","スピードラゴン","スピードラゴン"
"127885802","27","8580","B","麺食い！ドリーちゃん","メンクイドリーチャン"
"127885901","27","8590","A","でりばり（☆）タイガ","デリバリホシタイガ"
"127885902","27","8590","B","ごちそば","ゴチソバ"
"127886001","27","8600","","山本蕎麦店","ヤマモトソバテン"
"127886002","27","8600","","Let's it's Golem","レッツイッツゴーレム"
"127886101","27","8610","A","本気の宅配便","マジノタクハイビン"
"127886102","27","8610","B","Welkame!","ウェルカメ"
"127886201","27","8620","A","巍麒麟然","ギキリンゼン"
"127886202","27","8620","B","まっかっかりぶー","マッカッカリブー"
"127886301","27","8630","A","隼","ハヤブサ"
"127886302","27","8630","B","てんてクマい","テンテクマイ"
"127886401","27","8640","A","Ideal Carrier","アイディアルキャリアー"
"127886402","27","8640","B","Rising","ライジング"
"128110101","28","1010","A","Orthrows","オルトロス"
"128110102","28","1010","B","ーUmbrellaー","アンブレラ"
"128110201","28","1020","","スロペクス","スロペクス"
"128110202","28","1020","","はたらきリスとなまけリス","ハタラキリストナマケリス"
"128110401","28","1040","","Xylert","キシラート"
"128110402","28","1040","","トマキャッスル","トマキャッスル"
"128110501","28","1050","","I wanna get","アイワナゲット"
"128110502","28","1050","","ブラックフープシューター","ブラックフープシューター"
"128220601","28","2060","","YABUSAME","ヤブサメ"
"128220602","28","2060","","大冠乱射","ダイカンランシャ"
"128220701","28","2070","A","ワッカマン","ワッカマン"
"128220702","28","2070","B","BLUE HAWAII","ブルーハワイ"
"128220801","28","2080","A","風迅雷迅","フウジンライジン"
"128220802","28","2080","B","百式砲","ヒャクシキホウ"
"128220901","28","2090","","イカ略！？","イカリャク"
"128220902","28","2090","","わなげびと","ワナゲビト"
"128221001","28","2100","","Onyx","オニキス"
"128221002","28","2100","","ぱせり","パセリ"
"128221101","28","2110","","Re:act","リアクト"
"128221102","28","2110","","輪ーKing!!","ワーキング"
"128221201","28","2120","","おくとばす","オクトバス"
"128221202","28","2120","","ぐる輪","グルリン"
"128331301","28","3130","","輪翔輪勝","ワッショイワッショイ"
"128331302","28","3130","","Nagaoka-Fireworks","ナガオカファイヤワークス"
"128331401","28","3140","","C-RAZair","シーレーザー"
"128331402","28","3140","","infinity","インフィニティ"
"128331501","28","3150","","ゴンザレス伊藤","ゴンザレスイトウ"
"128331502","28","3150","","RING。","リング"
"128331601","28","3160","","Hey!Hey!Bom!Bom!","ヘイヘイボンボン"
"128331602","28","3160","","上州カウボーイ","ジョウシュウカウボーイ"
"128331701","28","3170","","タートルリンガー","タートルリンガー"
"128331702","28","3170","","輪Navi君","ワナビークン"
"128331801","28","3180","","荒鯊","アラハゼ"
"128331802","28","3180","","わんちゃん丸","ワンチャンマル"
"128331901","28","3190","","沼のかばさん","ヌマノカバサン"
"128331902","28","3190","","゜ゑ","ピェ"
"128332001","28","3200","","花輪投","カリントウ"
"128332002","28","3200","","一点突輪ﾟ","イッテントッパ"
"128332101","28","3210","A","SAGITTARIUS","ジタリウス"
"128332102","28","3210","B","Cyclone","サイクロン"
"128332301","28","3230","","花鳥風月","カチョウフウゲツ"
"128332302","28","3230","","玉輪","タマリン"
"128442401","28","4240","","ドルフィンドール","ドルフィンドール"
"128442402","28","4240","","弓コーン","ユミコーン"
"128442501","28","4250","","WoF","ウォフ"
"128442502","28","4250","","ポールインザリング","ポールインザリング"
"128442601","28","4260","","HON50","ホンゴー"
"128442602","28","4260","","射輪士","イワシ"
"128442701","28","4270","","投げろ！ホースちゃん","ナゲロ　ホースチャン"
"128442702","28","4270","","飛花輪","ヒカリ"
"128442801","28","4280","","Ｍｒ.イカフライ","ミスターイカフライ"
"128442802","28","4280","","福輪来","フクワクル"
"128442901","28","4290","","OBROT","オブロット"
"128442902","28","4290","","Quoits Zwei","クオイ ツヴァイ"
"128443001","28","4300","","桜乱吹雪","サクランフブキ"
"128443002","28","4300","","やぶさめちゃん","ヤブサメチャン"
"128443101","28","4310","","回すよ!!!chicken 龍太郎","マワスヨ　チキン　タツタロウ"
"128443102","28","4310","","YA・MA・TA","ヤマタ"
"128443201","28","4320","","ピーチ","ピーチ"
"128443202","28","4320","","メカロン","メカロン"
"128443301","28","4330","","TobaStar","トバスター"
"128443302","28","4330","","わっ！鳥羽・Sea","ワッ！トバ・シー"
"128553401","28","5340","A","鶴空","カックウ"
"128553402","28","5340","B","光鶴","コウカク"
"128553501","28","5350","A","動！動！動？","ドウ！ドウ！ドウ？"
"128553502","28","5350","B","パルフェン","パルフェン"
"128553601","28","5360","A","わっさん","ワッサン"
"128553602","28","5360","B","輪投げ太郎","ワナゲタロウ"
"128553701","28","5370","A","射程犬9","シャテイケンナイン"
"128553702","28","5370","B","melancolico","メランコリコ"
"128553801","28","5380","A","大和","ヤマト"
"128553802","28","5380","B","射抜け！わぶさめくん","イヌケ！ワブサメクン"
"128553901","28","5390","A","バブル☆リング","バブルリング"
"128553902","28","5390","B","Thunder Belt Z","サンダ―ベルトゼット"
"128554001","28","5400","A","梅王","バイキング"
"128554002","28","5400","B","勝築梅","ショウチクバイ"
"128664101","28","6410","","それいけ！にしだマン","ソレイケニシダマン"
"128664102","28","6410","","Tri Shoooter","トライ　シューター"
"128664201","28","6420","","Shooting☆","シューティングスター"
"128664202","28","6420","","WANAGE KNIGHT","ワナゲナイト"
"128664301","28","6430","","輪投田権五郎","ワナゲタゴンゴロウ"
"128664302","28","6430","","Quoits　Sou-Pen","クォイツ　ソウペン"
"128664401","28","6440","","ヘリアンサーS","ヘリアンサーエス"
"128664402","28","6440","","花輪イルカ","カワイルカ"
"128664501","28","6450","","Infinity-1","インフィニティインバース"
"128664502","28","6450","","降輪！なげわくん","コウリンナゲワクン"
"128664601","28","6460","","捲土重来","ケンドチョウライ"
